model,decoder,parameter,word_any_wcs,word_all_wcs,covered_words_any,covered_words_all,total_words,covered_contexts,total_contexts,audit_path,temperature
meta-llama/Llama-3.1-8B,min_p,0.07,0.89,0.07,89,7,100,237,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-base.jsonl,1.0
meta-llama/Llama-3.1-8B,min_p,0.08,0.89,0.07,89,7,100,232,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-base.jsonl,1.0
meta-llama/Llama-3.1-8B,min_p,0.09,0.89,0.07,89,7,100,227,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-base.jsonl,1.0
meta-llama/Llama-3.1-8B,min_p,0.1,0.86,0.06,86,6,100,217,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-base.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,1.0,0.47,0.01,47,1,100,84,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,2.0,0.66,0.01,66,1,100,129,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,3.0,0.68,0.02,68,2,100,147,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,4.0,0.73,0.02,73,2,100,158,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,5.0,0.77,0.02,77,2,100,169,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,6.0,0.81,0.04,81,4,100,179,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,7.0,0.82,0.04,82,4,100,190,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,8.0,0.83,0.04,83,4,100,201,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,9.0,0.84,0.04,84,4,100,204,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,10.0,0.84,0.05,84,5,100,210,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,11.0,0.84,0.05,84,5,100,212,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,12.0,0.85,0.05,85,5,100,214,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,13.0,0.87,0.06,87,6,100,218,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,14.0,0.88,0.06,88,6,100,226,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,15.0,0.88,0.06,88,6,100,229,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,16.0,0.88,0.06,88,6,100,231,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,17.0,0.89,0.06,89,6,100,234,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,18.0,0.91,0.07,91,7,100,240,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,19.0,0.91,0.07,91,7,100,242,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_k,20.0,0.91,0.07,91,7,100,243,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_p,0.5,0.68,0.01,68,1,100,140,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_p,0.55,0.73,0.01,73,1,100,158,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_p,0.6,0.75,0.02,75,2,100,178,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_p,0.65,0.79,0.06,79,6,100,200,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_p,0.7,0.82,0.08,82,8,100,220,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_p,0.75,0.84,0.11,84,11,100,249,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_p,0.8,0.85,0.13,85,13,100,272,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_p,0.85,0.86,0.2,86,20,100,302,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_p,0.9,0.88,0.33,88,33,100,341,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_p,0.95,0.91,0.49,91,49,100,380,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,top_p,0.99,0.97,0.71,97,71,100,436,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,min_p,0.01,0.96,0.21,96,21,100,340,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,min_p,0.02,0.95,0.15,95,15,100,306,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,min_p,0.03,0.95,0.14,95,14,100,286,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,min_p,0.04,0.94,0.1,94,10,100,272,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,min_p,0.05,0.93,0.08,93,8,100,252,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,min_p,0.06,0.91,0.08,91,8,100,246,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,min_p,0.07,0.9,0.06,90,6,100,233,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,min_p,0.08,0.89,0.06,89,6,100,227,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,min_p,0.09,0.89,0.06,89,6,100,222,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
meta-llama/Llama-3.1-8B-Instruct,min_p,0.1,0.88,0.05,88,5,100,215,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.llama31-8b-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,1.0,0.53,0.01,53,1,100,93,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,2.0,0.64,0.01,64,1,100,121,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,3.0,0.73,0.02,73,2,100,153,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,4.0,0.78,0.03,78,3,100,167,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,5.0,0.79,0.03,79,3,100,182,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,6.0,0.8,0.03,80,3,100,195,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,7.0,0.83,0.03,83,3,100,204,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,8.0,0.84,0.04,84,4,100,215,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,9.0,0.86,0.04,86,4,100,222,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,10.0,0.87,0.04,87,4,100,230,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,11.0,0.89,0.06,89,6,100,236,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,12.0,0.89,0.06,89,6,100,242,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,13.0,0.9,0.06,90,6,100,247,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,14.0,0.91,0.06,91,6,100,253,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,15.0,0.91,0.06,91,6,100,255,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,16.0,0.91,0.06,91,6,100,260,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,17.0,0.92,0.06,92,6,100,262,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,18.0,0.92,0.07,92,7,100,266,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,19.0,0.92,0.07,92,7,100,270,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_k,20.0,0.93,0.08,93,8,100,274,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.5,0.24,0.0,24,0,100,44,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.55,0.28,0.0,28,0,100,51,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.6,0.32,0.0,32,0,100,60,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.65,0.43,0.0,43,0,100,78,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.7,0.48,0.01,48,1,100,92,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.75,0.5,0.02,50,2,100,110,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.8,0.56,0.03,56,3,100,128,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.85,0.64,0.03,64,3,100,148,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.9,0.71,0.07,71,7,100,175,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.95,0.79,0.15,79,15,100,234,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.99,0.88,0.4,88,40,100,341,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.01,0.97,0.2,97,20,100,339,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.02,0.97,0.13,97,13,100,303,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.03,0.95,0.1,95,10,100,282,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.04,0.94,0.08,94,8,100,262,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.05,0.92,0.08,92,8,100,247,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.06,0.89,0.06,89,6,100,239,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.07,0.87,0.05,87,5,100,231,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.08,0.86,0.05,86,5,100,225,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.09,0.86,0.05,86,5,100,221,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.1,0.85,0.04,85,4,100,214,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-instruct.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,1.0,0.51,0.01,51,1,100,90,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,2.0,0.65,0.02,65,2,100,128,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,3.0,0.72,0.02,72,2,100,156,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,4.0,0.75,0.03,75,3,100,172,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,5.0,0.79,0.03,79,3,100,186,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,6.0,0.8,0.04,80,4,100,200,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,7.0,0.82,0.04,82,4,100,206,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,8.0,0.82,0.04,82,4,100,218,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,9.0,0.84,0.05,84,5,100,225,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,10.0,0.86,0.05,86,5,100,233,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,11.0,0.87,0.05,87,5,100,235,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,12.0,0.88,0.05,88,5,100,239,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,13.0,0.9,0.05,90,5,100,243,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,14.0,0.91,0.06,91,6,100,249,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,15.0,0.91,0.06,91,6,100,251,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,16.0,0.92,0.06,92,6,100,257,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,17.0,0.92,0.07,92,7,100,260,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,18.0,0.92,0.09,92,9,100,264,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,19.0,0.92,0.09,92,9,100,265,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_k,20.0,0.92,0.09,92,9,100,267,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_p,0.5,0.23,0.0,23,0,100,48,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_p,0.55,0.3,0.0,30,0,100,58,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_p,0.6,0.36,0.01,36,1,100,73,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_p,0.65,0.44,0.01,44,1,100,88,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_p,0.7,0.51,0.02,51,2,100,110,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_p,0.75,0.56,0.02,56,2,100,125,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_p,0.8,0.63,0.03,63,3,100,143,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_p,0.85,0.67,0.04,67,4,100,166,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_p,0.9,0.74,0.07,74,7,100,193,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_p,0.95,0.83,0.19,83,19,100,257,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,top_p,0.99,0.91,0.44,91,44,100,354,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,min_p,0.01,0.97,0.22,97,22,100,350,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,min_p,0.02,0.97,0.14,97,14,100,313,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,min_p,0.03,0.96,0.13,96,13,100,293,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,min_p,0.04,0.94,0.11,94,11,100,279,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,min_p,0.05,0.92,0.09,92,9,100,266,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,min_p,0.06,0.91,0.09,91,9,100,256,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,min_p,0.07,0.9,0.07,90,7,100,240,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,min_p,0.08,0.88,0.06,88,6,100,235,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,min_p,0.09,0.86,0.05,86,5,100,228,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
mistralai/Mistral-7B-v0.3,min_p,0.1,0.86,0.05,86,5,100,224,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t1/audit.mistral7b-v03-base.jsonl,1.0
Qwen/Qwen2.5-14B,top_k,1.0,0.53,0.01,53,1,100,103,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,2.0,0.64,0.01,64,1,100,128,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,3.0,0.69,0.02,69,2,100,149,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,4.0,0.74,0.02,74,2,100,167,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,5.0,0.76,0.02,76,2,100,177,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
