model,decoder,parameter,word_any_wcs,word_all_wcs,covered_words_any,covered_words_all,total_words,covered_contexts,total_contexts,audit_path,temperature
google/gemma-3-12b-it,min_p,0.1,0.4,0.0,40,0,100,64,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-pt,top_k,1.0,0.26,0.0,26,0,100,38,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,2.0,0.33,0.01,33,1,100,53,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,3.0,0.38,0.01,38,1,100,61,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,4.0,0.44,0.01,44,1,100,70,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,5.0,0.48,0.02,48,2,100,77,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,6.0,0.49,0.02,49,2,100,80,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,7.0,0.49,0.02,49,2,100,82,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,8.0,0.54,0.02,54,2,100,91,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,9.0,0.57,0.02,57,2,100,96,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,10.0,0.57,0.02,57,2,100,97,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,11.0,0.59,0.02,59,2,100,99,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,12.0,0.61,0.02,61,2,100,103,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,13.0,0.61,0.02,61,2,100,104,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,14.0,0.61,0.02,61,2,100,107,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,15.0,0.62,0.02,62,2,100,114,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,16.0,0.63,0.02,63,2,100,121,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,17.0,0.64,0.02,64,2,100,122,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,18.0,0.64,0.02,64,2,100,124,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,19.0,0.64,0.02,64,2,100,125,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_k,20.0,0.64,0.02,64,2,100,126,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_p,0.5,0.11,0.0,11,0,100,12,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_p,0.55,0.14,0.0,14,0,100,15,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_p,0.6,0.14,0.0,14,0,100,17,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_p,0.65,0.14,0.0,14,0,100,18,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_p,0.7,0.16,0.0,16,0,100,20,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_p,0.75,0.19,0.0,19,0,100,25,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_p,0.8,0.22,0.0,22,0,100,28,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_p,0.85,0.3,0.0,30,0,100,36,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_p,0.9,0.38,0.0,38,0,100,48,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_p,0.95,0.48,0.0,48,0,100,69,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,top_p,0.99,0.76,0.0,76,0,100,140,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,min_p,0.01,0.51,0.01,51,1,100,82,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,min_p,0.02,0.44,0.01,44,1,100,72,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,min_p,0.03,0.42,0.01,42,1,100,66,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,min_p,0.04,0.38,0.01,38,1,100,62,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,min_p,0.05,0.38,0.01,38,1,100,62,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,min_p,0.06,0.38,0.01,38,1,100,61,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,min_p,0.07,0.38,0.01,38,1,100,61,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,min_p,0.08,0.38,0.01,38,1,100,61,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,min_p,0.09,0.36,0.01,36,1,100,58,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-3-12b-pt,min_p,0.1,0.35,0.01,35,1,100,56,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-base.jsonl,0.7
google/gemma-4-E4B,top_k,1.0,0.16,0.0,16,0,100,26,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,2.0,0.22,0.0,22,0,100,35,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,3.0,0.27,0.0,27,0,100,45,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,4.0,0.29,0.01,29,1,100,50,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,5.0,0.37,0.01,37,1,100,60,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,6.0,0.39,0.01,39,1,100,66,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,7.0,0.47,0.01,47,1,100,78,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,8.0,0.49,0.01,49,1,100,83,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,9.0,0.52,0.01,52,1,100,91,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,10.0,0.54,0.01,54,1,100,95,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,11.0,0.54,0.01,54,1,100,97,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,12.0,0.56,0.01,56,1,100,102,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,13.0,0.56,0.01,56,1,100,105,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,14.0,0.59,0.01,59,1,100,112,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,15.0,0.59,0.01,59,1,100,113,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,16.0,0.6,0.01,60,1,100,117,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,17.0,0.6,0.01,60,1,100,118,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,18.0,0.6,0.02,60,2,100,120,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,19.0,0.62,0.02,62,2,100,123,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_k,20.0,0.63,0.02,63,2,100,126,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_p,0.5,0.05,0.0,5,0,100,5,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_p,0.55,0.09,0.0,9,0,100,9,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_p,0.6,0.11,0.0,11,0,100,11,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_p,0.65,0.12,0.0,12,0,100,12,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_p,0.7,0.13,0.0,13,0,100,14,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_p,0.75,0.19,0.0,19,0,100,21,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_p,0.8,0.21,0.0,21,0,100,24,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_p,0.85,0.26,0.0,26,0,100,31,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_p,0.9,0.38,0.0,38,0,100,47,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_p,0.95,0.54,0.0,54,0,100,77,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,top_p,0.99,0.75,0.0,75,0,100,148,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,min_p,0.01,0.5,0.01,50,1,100,85,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,min_p,0.02,0.45,0.0,45,0,100,72,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,min_p,0.03,0.4,0.0,40,0,100,64,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,min_p,0.04,0.38,0.0,38,0,100,60,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,min_p,0.05,0.33,0.0,33,0,100,52,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,min_p,0.06,0.32,0.0,32,0,100,49,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,min_p,0.07,0.27,0.0,27,0,100,44,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,min_p,0.08,0.27,0.0,27,0,100,44,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,min_p,0.09,0.26,0.0,26,0,100,41,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B,min_p,0.1,0.26,0.0,26,0,100,39,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-base.jsonl,0.7
google/gemma-4-E4B-it,top_k,1.0,0.15,0.0,15,0,100,21,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,2.0,0.24,0.0,24,0,100,34,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,3.0,0.28,0.0,28,0,100,42,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,4.0,0.3,0.0,30,0,100,47,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,5.0,0.34,0.0,34,0,100,53,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,6.0,0.34,0.0,34,0,100,53,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,7.0,0.36,0.01,36,1,100,56,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,8.0,0.37,0.01,37,1,100,59,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,9.0,0.38,0.01,38,1,100,62,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,10.0,0.39,0.01,39,1,100,63,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,11.0,0.4,0.01,40,1,100,65,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,12.0,0.41,0.01,41,1,100,67,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,13.0,0.43,0.01,43,1,100,70,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,14.0,0.43,0.01,43,1,100,71,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,15.0,0.46,0.01,46,1,100,74,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,16.0,0.48,0.01,48,1,100,76,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,17.0,0.48,0.01,48,1,100,76,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,18.0,0.48,0.01,48,1,100,77,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,19.0,0.48,0.01,48,1,100,77,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_k,20.0,0.49,0.01,49,1,100,79,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_p,0.5,0.02,0.0,2,0,100,2,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_p,0.55,0.02,0.0,2,0,100,2,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_p,0.6,0.04,0.0,4,0,100,4,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_p,0.65,0.04,0.0,4,0,100,4,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_p,0.7,0.06,0.0,6,0,100,6,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_p,0.75,0.07,0.0,7,0,100,7,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_p,0.8,0.07,0.0,7,0,100,8,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_p,0.85,0.08,0.0,8,0,100,10,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_p,0.9,0.1,0.0,10,0,100,12,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_p,0.95,0.21,0.0,21,0,100,23,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,top_p,0.99,0.36,0.0,36,0,100,50,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,min_p,0.01,0.33,0.0,33,0,100,45,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,min_p,0.02,0.31,0.0,31,0,100,41,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,min_p,0.03,0.29,0.0,29,0,100,39,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,min_p,0.04,0.29,0.0,29,0,100,39,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,min_p,0.05,0.26,0.0,26,0,100,36,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,min_p,0.06,0.25,0.0,25,0,100,34,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,min_p,0.07,0.25,0.0,25,0,100,34,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,min_p,0.08,0.25,0.0,25,0,100,34,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,min_p,0.09,0.24,0.0,24,0,100,32,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
google/gemma-4-E4B-it,min_p,0.1,0.24,0.0,24,0,100,32,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma4-e4b-it.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,1.0,0.49,0.01,49,1,100,93,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,2.0,0.66,0.01,66,1,100,125,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,3.0,0.69,0.02,69,2,100,145,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,4.0,0.75,0.03,75,3,100,163,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,5.0,0.81,0.03,81,3,100,181,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,6.0,0.83,0.04,83,4,100,191,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,7.0,0.84,0.04,84,4,100,201,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,8.0,0.85,0.04,85,4,100,211,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,9.0,0.85,0.05,85,5,100,223,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,10.0,0.86,0.06,86,6,100,230,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,11.0,0.86,0.06,86,6,100,236,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,12.0,0.88,0.06,88,6,100,240,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,13.0,0.88,0.06,88,6,100,243,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,14.0,0.91,0.06,91,6,100,248,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,15.0,0.92,0.07,92,7,100,252,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
meta-llama/Llama-3.1-8B,top_k,16.0,0.92,0.07,92,7,100,253,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.llama31-8b-base.jsonl,0.7
